fishid,monitor,waterbody,date,d,m,y,sitecode,sitedescription,gear,pass,species,lengthmm,weightg,recap,pittype,pit,pitlast6,radio/acoustic,structure,structurecode,mort?,age,sex,maturity,spawningcondition,fishidcomments,tissue/sediment
cl130626.088,brgmon4,cl,26-Jun-13,26,6,2013,cl_001,creek 420,an,,bt,378,,,hdx,900 226000077372,077372,,,,,,,imm, ,,
cl130626.073,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,406,,,hdx,900 226000077381,077381,,,,,,,, ,,
cl130626.072,brgmon4,cl,26-Jun-13,26,6,2013,cl_021,nosebag creek confluence gene site 700,an,,rb,405,,,hdx,900 226000077383,077383,,,,,,f,,kelt ,,
cl130626.069,brgmon4,cl,26-Jun-13,26,6,2013,cl_021,nosebag creek confluence gene site 700,an,,rb,379,,,hdx,900 226000077384,077384,,,,,,f,,kelt ,,
cl130626.083,brgmon4,cl,26-Jun-13,26,6,2013,cl_013,creek 412,an,,bt,397,,,hdx,900 226000077388,077388,,,,,,,, ,,
cl130626.089,brgmon4,cl,26-Jun-13,26,6,2013,cl_001,creek 420,an,,rb,275,,,hdx,900 226000077391,077391,,,,,,,, ,,
cl130626.074,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,388,,,hdx,900 226000077401,077401,,,,,,,, ,,
cl130626.075,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,233,,,hdx,900 226000077403,077403,,,,,,,, ,,
cl130626.087,brgmon4,cl,26-Jun-13,26,6,2013,cl_001,creek 420,an,,bt,367,,,hdx,900 226000077407,077407,,,,,,,, ,,
cl130626.071,brgmon4,cl,26-Jun-13,26,6,2013,cl_021,nosebag creek confluence gene site 700,an,,rb,322,,,hdx,900 226000077409,077409,,,,,,,imm, ,,
cl130626.078,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,rb,333,,,hdx,900 226000077411,077411,,,,,,,imm, ,,
cl130626.084,brgmon4,cl,26-Jun-13,26,6,2013,cl_013,creek 412,an,,rb,282,,,hdx,900 226000077412,077412,,,,,,,imm, ,,
cl130626.002,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,rb,378,,,hdx,900 226000077415,077415,,,,,,,imm, ,,
cl130626.085,brgmon4,cl,26-Jun-13,26,6,2013,cl_013,creek 412,an,,bt,377,,,hdx,900 226000077419,077419,,,,,,,, ,,
cl130626.003,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,390,,,hdx,900 226000077423,077423,,,,,,,, ,,
cl130626.067,brgmon4,cl,26-Jun-13,26,6,2013,cl_021,nosebag creek confluence gene site 700,an,,rb,398,,,hdx,900 226000077424,077424,,,,,,f,,kelt ,,
cl130626.079,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,rb,397,,,hdx,900 226000077425,077425,,,,,,,, ,,
cl130626.001,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,398,,,hdx,900 226000077428,077428,,,,,,,, ,,
cl130626.068,brgmon4,cl,26-Jun-13,26,6,2013,cl_021,nosebag creek confluence gene site 700,an,,rb,349,,,hdx,900 226000077430,077430,,,,,,,imm, ,,
cl130626.005,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,372,,,hdx,900 226000077445,077445,,,,,,m,mat, ,,
cl130626.013,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,415,,,hdx,900 226000077448,077448,,,,,,,, ,,
cl130626.086,brgmon4,cl,26-Jun-13,26,6,2013,cl_013,creek 412,an,,bt,353,,,hdx,900 226000077449,077449,,,,,,,, ,,
cl130626.070,brgmon4,cl,26-Jun-13,26,6,2013,cl_021,nosebag creek confluence gene site 700,an,,rb,385,,,hdx,900 226000077450,077450,,,,,,,imm, ,,
cl130626.076,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,308,,,hdx,900 226000077451,077451,,,,,,,, ,,
cl130626.006,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,rb,349,,,hdx,900 226000077455,077455,,,,,,,, ,,
cl130626.077,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,rb,307,,,hdx,900 226000077457,077457,,,,,,,imm, ,,
cl130626.055,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,405,,true,hdx,900 226000077460,077460,,,,,,,, ,,
cl130626.080,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,403,,,hdx,900 226000077460,077460,,,,,,,, ,,
cl130626.082,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,416,,,hdx,900 226000077464,077464,,,,,,,, ,,
cl130626.058,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,372,,true,hdx,900 226000085863,085863,,,,,,,, ,,
cl130626.059,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,rb,310,,true,hdx,900 226000085909,085909,,,,,,f,,gravid ripe,,
cl130626.053,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,rb,282,,,hdx,900 226000086601,086601,,,,,,,imm, ,,
cl130626.057,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,401,,true,hdx,900 226000086719,086719,,,,,,,, ,,
cl130626.056,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,377,,true,hdx,900 226000086750,086750,,,,,,,, ,,
cl130626.060,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,360,,true,hdx,900 226000086815,086815,,,,,,,, ,,
cl130626.061,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,377,,true,hdx,900 226000086828,086828,,,,,,,, ,,
cl130626.007,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,303,,,hdx,900 226000586503,586503,,,,,,,, ,,
cl130626.029,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,447,,,hdx,900 226000586511,586511,,,,,,,, ,,
cl130626.027,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,rb,331,,,hdx,900 226000586514,586514,,,,,,m,mat, ,,
cl130626.034,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,292,,,hdx,900 226000586516,586516,,,,,,,, ,,
cl130626.054,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,255,,,hdx,900 226000586526,586526,,,,,,,, ,,
cl130626.037,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,436,,,hdx,900 226000586538,586538,,,,,,,, ,,
cl130626.015,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,213,,,hdx,900 226000586539,586539,,,,,,,, ,,
cl130626.031,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,rb,366,,,hdx,900 226000586540,586540,,,,,,m,, ,,
cl130626.018,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,403,,,hdx,900 226000586541,586541,,,,,,,, ,,
cl130626.026,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,406,,,hdx,900 226000586543,586543,,,,,,,, ,,
cl130626.010,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,489,,,hdx,900 226000586546,586546,,,,,,,, ,,
cl130626.030,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,rb,350,,,hdx,900 226000586554,586554,,,,,,f,mat,gravid ripe,,
cl130626.038,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,471,,,hdx,900 226000586556,586556,,,,,,,, ,,
cl130626.047,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,373,,,hdx,900 226000586557,586557,,,,,,,, ,,
cl130626.052,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,rb,360,,,hdx,900 226000586561,586561,,,,,,f,,gravid green,,
cl130626.022,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,280,,,hdx,900 226000586562,586562,,,,,,,, ,,
cl130626.042,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,416,,,hdx,900 226000586566,586566,,,,,,,, ,,
cl130626.063,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,416,,true,hdx,900 226000586566,586566,,,,,,,, ,,
cl130626.036,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,424,,,hdx,900 226000586573,586573,,,,,,,, ,,
cl130626.014,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,358,,,hdx,900 226000586582,586582,,,,,,,, ,,
cl130626.039,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,430,,,hdx,900 226000586596,586596,,,,,,,, ,,
cl130626.033,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,245,,,hdx,900 226000586597,586597,,,,,,,, ,,
cl130626.051,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,266,,,hdx,900 226000586599,586599,,,,,,,, ,,
cl130626.020,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,rb,316,,,hdx,900 226000586608,586608,,,,,,f,,gravid ripe,,
cl130626.035,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,293,,,hdx,900 226000586614,586614,,,,,,,, ,,
cl130626.050,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,440,,,hdx,900 226000586622,586622,,,,,,,, ,,
cl130626.041,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,381,,,hdx,900 226000586623,586623,,,,,,,, ,,
cl130626.028,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,rb,338,,,hdx,900 226000586631,586631,,,,,,f,mat,gravid ripe,,
cl130626.049,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,447,,,hdx,900 226000586638,586638,,,,,,,, ,,
cl130626.011,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,387,,,hdx,900 226000586641,586641,,,,,,,, ,,
cl130626.024,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,332,,,hdx,900 226000586651,586651,,,,,,,, ,,
cl130626.023,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,313,,,hdx,900 226000586652,586652,,,,,,,, ,,
cl130626.048,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,440,,,hdx,900 226000586654,586654,,,,,,,, ,,
cl130626.044,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,323,,,hdx,900 226000586655,586655,,,,,,,, ,,
cl130626.008,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,370,,,hdx,900 226000586657,586657,,,,,,,, ,,
cl130626.009,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,446,,,hdx,900 226000586659,586659,,,,,,,, ,,
cl130626.012,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,415,,,hdx,900 226000586661,586661,,,,,,,, ,,
cl130626.016,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,bt,461,,,hdx,900 226000586667,586667,,,,,,,, ,,
cl130626.017,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,411,,,hdx,900 226000586679,586679,,,,true,,,, ,mort,
cl130626.045,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,438,,,hdx,900 226000586695,586695,,,,,,,, ,,
cl130626.043,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,445,,,hdx,900 226000586700,586700,,,,,,,, ,,
cl130626.019,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,477,,,hdx,900 226000586712,586712,,,,,,,, ,,
cl130626.032,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,432,,,hdx,900 226000586717,586717,,,,,,,, ,,
cl130626.040,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,366,,,hdx,900 226000586719,586719,,,,,,,, ,,
cl130626.021,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,250,,,hdx,900 226000586722,586722,,,,,,,, ,,
cl130626.046,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,rb,342,,,hdx,900 226000586724,586724,,,,,,,imm, ,,
cl130626.062,brgmon4,cl,26-Jun-13,26,6,2013,cl_023,tommy creek confluence,an,,bt,390,,true,hdx,900 226000586742,586742,,,,,,,, ,,
cl130626.025,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,352,,,hdx,900 226000586743,586743,,,,,,,, ,,
cl130627.062,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,420,,true,hdx,900 226000086554,086554,,,,,,,, ,,
cl130627.063,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,413,,true,hdx,900 226000086596,086596,,,,,,,, ,,
cl130627.057,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,360,,,hdx,900 226000086815,086815,,,,,,,, ,,
cl130627.029,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586500,586500,,,,,,,, ,,
cl130627.052,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,465,,,hdx,900 226000586501,586501,,,,,,,, ,,
cl130627.059,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,226,,,hdx,900 226000586502,586502,,,,,,,, ,,
cl130627.025,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586508,586508,,,,,,,, ,,
cl130627.010,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,408,,,hdx,900 226000586509,586509,,,,,,,, ,,
cl130627.045,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586510,586510,,,,,,,, ,,
cl130627.034,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586513,586513,,,,,,,, ,,
cl130627.005,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,355,,,hdx,900 226000586515,586515,,,,,,,, ,,
cl130627.016,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,403,,,hdx,900 226000586517,586517,,,,,,,, ,,
cl130627.024,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586520,586520,,,,,,,, ,,
cl130627.026,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586523,586523,,,,,,,, ,,
cl130627.003,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,306,,,hdx,900 226000586529,586529,,,,,,,, ,,
cl130627.021,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586530,586530,,,,,,,, ,,
cl130627.046,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586531,586531,,,,,,,, ,,
cl130627.050,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,432,,,hdx,900 226000586532,586532,,,,,,,, ,,
cl130627.055,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,rb,323,,,hdx,900 226000586533,586533,,,,,,,, ,,
cl130627.037,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586535,586535,,,,,,,, ,,
cl130627.027,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586542,586542,,,,,,,, ,,
cl130627.041,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586545,586545,,,,,,,, ,,
cl130627.014,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,rb,338,,,hdx,900 226000586548,586548,,,,,,m,mat, ,,
cl130627.012,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,413,,,hdx,900 226000586550,586550,,,,,,,, ,,
cl130627.018,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,350,,,hdx,900 226000586551,586551,,,,,,,, ,,
cl130627.008,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,rb,366,,,hdx,900 226000586555,586555,,,,,,,, ,,
cl130627.013,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,511,,,hdx,900 226000586560,586560,,,,,,,, ,,
cl130627.056,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,300,,,hdx,900 226000586562,586562,,,,,,,, ,,
cl130627.039,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586568,586568,,,,,,,, ,,
cl130627.042,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586579,586579,,,,,,,, ,,
cl130627.051,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,408,,,hdx,900 226000586581,586581,,,,,,,, ,,
cl130627.049,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,470,,,hdx,900 226000586583,586583,,,,,,,, ,,
cl130627.020,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586587,586587,,,,,,,, ,,
cl130627.017,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,438,,,hdx,900 226000586590,586590,,,,,,,, ,,
cl130627.047,brgmon4,cl,27-Jun-13,27,6,2013,cl_012,creek 410,an,,bt,482,,,hdx,900 226000586591,586591,,,,,,,, ,,
cl130627.001,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,rb,483,,,hdx,900 226000586594,586594,,,,,,,, ,,
cl130627.044,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586595,586595,,,,,,,, ,,
cl130627.038,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586601,586601,,,,,,,, ,,
cl130627.006,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,485,,,hdx,900 226000586603,586603,,,,,,,, ,,
cl130627.036,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586605,586605,,,,,,,, ,,
cl130627.058,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,rb,316,,,hdx,900 226000586608,586608,,,,,,,, ,,
cl130627.048,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,414,,,hdx,900 226000586611,586611,,,,,,,, ,,
cl130627.028,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586624,586624,,,,,,,, ,,
cl130627.030,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586625,586625,,,,,,,, ,,
cl130627.032,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586644,586644,,,,,,,, ,,
cl130627.023,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586647,586647,,,,,,,, ,,
cl130627.061,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,170,,,hdx,900 226000586648,586648,,,,,,,, ,,
cl130627.011,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,371,,,hdx,900 226000586663,586663,,,,,,,, ,,
cl130627.033,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586672,586672,,,,,,,, ,,
cl130627.035,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586675,586675,,,,,,,, ,,
cl130627.004,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,455,,,hdx,900 226000586698,586698,,,,,,,, ,,
cl130627.043,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586699,586699,,,,,,,, ,,
cl130627.031,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586702,586702,,,,,,,, ,,
cl130627.060,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,181,,,hdx,900 226000586703,586703,,,,,,,, ,,
cl130627.019,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586711,586711,,,,,,,, ,,
cl130627.015,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,450,,,hdx,900 226000586714,586714,,,,,,,, ,,
cl130627.053,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,462,,,hdx,900 226000586716,586716,,,,,,,, ,,
cl130627.007,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,bt,365,,,hdx,900 226000586731,586731,,,,,,f,mat,gravid ripe,,
cl130627.002,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,rb,384,,,hdx,900 226000586733,586733,,,,,,f,mat,gravid ripe,,
cl130627.040,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586744,586744,,,,,,,, ,,
cl130627.022,brgmon4,cl,27-Jun-13,27,6,2013,,,an,,,,,,hdx,900 226000586746,586746,,,,,,,, ,,
cl130627.054,brgmon4,cl,27-Jun-13,27,6,2013,cl_011,creek 409,an,,bt,476,,,hdx,900 226000586747,586747,,,,,,,, ,,
cl130627.009,brgmon4,cl,27-Jun-13,27,6,2013,cl_013,creek 412,an,,rb,370,,,hdx,900 226000586748,586748,,,,,,f,mat,gravid ripe,,
sl130628.001,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,402,,,hdx,900 226000586505,586505,,,,,,,, ,,
sl130628.002,brgmon8,sl,28-Jun-13,28,6,2013,sl_008,gene site 103,,,bt,435,,,hdx,900 226000586553,586553,,,,,,,, ,,
sl130628.003,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,574,,,hdx,900 226000586633,586633,,,,,,,, ,,
sl130628.004,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,509,,,hdx,900 226000586634,586634,,,,,,,, ,,
sl130628.005,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,357,,,hdx,900 226000586639,586639,,,,,,,, ,,
sl130628.006,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,572,2430,,hdx,900 226000586646,586646,,,,,,,, ,,
sl130628.007,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,379,610,,hdx,900 226000586665,586665,,,,,,,, ,,
sl130628.008,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,376,,,hdx,900 226000586676,586676,,,,,,,, ,,
sl130628.009,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,539,,,hdx,900 226000586678,586678,,,,,,,, ,,
sl130628.010,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,475,1370,,hdx,900 226000586687,586687,,,,,,,, ,,
sl130628.011,brgmon8,sl,28-Jun-13,28,6,2013,sl_005,seadoo creek confluence,,,rb,137,,,hdx,900 226000586728,586728,,,,,,,, ,,
sl130628.012,brgmon8,sl,28-Jun-13,28,6,2013,sl_002,near the outlet of bridge 2,,,bt,577,2200,,hdx,900 226000586734,586734,,,,,,,, ,,
sl130628.013,brgmon8,sl,28-Jun-13,28,6,2013,sl_009,gene site 102,,,rb,190,,,hdx,900 226000586737,586737,,,,,,,, ,,
sr130701.001,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,rb,34,0.3,,,,,,,,,,,, ,,
sr130701.002,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,42,0.7,,,,,,,,,,,, ,,
sr130701.003,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,43,0.7,,,,,,,,,,,, ,,
sr130701.004,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,rb,40,0.7,,,,,,,,,,,, ,,
sr130701.005,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,41,0.8,,,,,,,,,,,, ,,
sr130701.006,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,45,1,,,,,,,,,,,, ,,
sr130701.007,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,46,1.1,,,,,,,,,,,, ,,
sr130701.008,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,50,1.2,,,,,,,,,,,, ,,
sr130701.009,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,45,1.3,,,,,,,,,,,, ,,
sr130701.010,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,48,1.4,,,,,,,,,,,, ,,
sr130701.011,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,ch,54,1.5,,,,,,,,,,,, ,,
sr130701.012,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,51,1.5,,,,,,,,,,,, ,,
sr130701.013,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,55,1.7,,,,,,,,,,,, ,,
sr130701.014,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,51,1.7,,,,,,,,,,,, ,,
sr130701.015,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,ch,54,1.7,,,,,,,,,,,, ,,
sr130701.016,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,52,1.8,,,,,,,,,,,, ,,
sr130701.017,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,55,1.8,,,,,,,,,,,, ,,
sr130701.018,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,co,57,2,,,,,,,,,,,, ,,
sr130701.019,brgmon9,sr,1-Jul-13,1,7,2013,sr_004,highway 99 bridge crossing over seton river,,,ch,60,2.1,,,,,,,,,,,, ,,
