fishid,monitor,waterbody,date,d,m,y,sitecode,sitedescription,gear,pass,species,lengthmm,weightg,recap,pittype,pit,pitlast6,radio/acoustic,structure,structurecode,mort?,age,sex,maturity,spawningcondition,fishidcomments,tissue/sediment
cl130622.030,brgmon4,cl,22-Jun-13,22,6,2013,cl_002,genes site 547,ef,,mw,292,260,,,,,,,,true,,,, ,mort,
cl130622.032,brgmon4,cl,22-Jun-13,22,6,2013,cl_002,genes site 547,ef,,mw,134,30,,,,,,,,true,,,, ,mort,
sl130623.002,brgmon8,sl,23-Jun-13,23,6,2013,sl_002,near the outlet of bridge 2,,,bt,387,740,,hdx,900 226000086522,086522,,,,,,,, ,,
sl130623.001,brgmon8,sl,23-Jun-13,23,6,2013,sl_002,near the outlet of bridge 2,,,bt,389,710,,hdx,900 226000086615,086615,,,,,,,, ,,
cl130623.003,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,332,300,,hdx,900 22600080861,080861,,f,bt130623.002,,,,, ,,
cl130623.009,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,337,335,,hdx,900 22600080863,080863,,f,bt130623.008,,,,, ,,
cl130623.007,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,466,830,,hdx,900 22600080864,080864,,f,bt130623.006,,,,, ,,
cl130623.004,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,400,580,,hdx,900 22600080898,080898,,f,bt130623.003,,,,, ,,
cl130623.006,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,506,935,,hdx,900 22600080901,080901,,f,bt130623.005,,,,, ,,
cl130623.008,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,337,335,,hdx,900 22600080904,080904,,f,bt130623.007,,,,, ,,
cl130623.002,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,322,345,,hdx,900 22600080913,080913,,f,bt130623.001,,,,, ,,
cl130623.005,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,449,865,,hdx,900 22600080921,080921,,f,bt130623.004,,,,, ,,
cl130623.049,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,rb,336,385,,hdx,900 22600080924,080924,,,,,,,, ,,
cl130623.010,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,246,140,,hdx,900 22600080940,080940,,f,bt130623.009,,,,, ,,
cl130623.001,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,246,340,true,hdx,900 22600086771,086771,,,,,,,, ,,
cl130623.048,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,bt,355,380,true,hdx,900 22600086807,086807,,,,,,,, ,,
cl130623.011,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,213,110,,,,,,,,,,,, ,,
cl130623.012,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,238,125,,,,,,,,,,,, ,,
cl130623.013,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,250,135,,,,,,,,,,,, ,,
cl130623.014,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,227,135,,,,,,,,,,,, ,,
cl130623.015,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,226,135,,,,,,,,,,,, ,,
cl130623.016,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,227,140,,,,,,,,,,,, ,,
cl130623.017,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,241,140,,,,,,,,,,,, ,,
cl130623.018,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,238,150,,,,,,,,,,,, ,,
cl130623.019,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,240,160,,,,,,,,,,,, ,,
cl130623.020,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,262,170,,,,,,,,,,,, ,,
cl130623.021,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,255,170,,,,,,,,,,,, ,,
cl130623.022,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,222,170,,,,,,,,,,,, ,,
cl130623.023,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,260,175,,,,,,,,,,,, ,,
cl130623.024,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,260,180,,,,,,,,,,,, ,,
cl130623.025,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,267,200,,,,,,,,,,,, ,,
cl130623.026,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,263,205,,,,,,,,,,,, ,,
cl130623.027,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,279,205,,,,,,,,,,,, ,,
cl130623.028,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,290,215,,,,,,,,,,,, ,,
cl130623.029,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,274,220,,,,,,,,,,,, ,,
cl130623.030,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,283,230,,,,,,,,,,,, ,,
cl130623.031,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,300,235,,,,,,,,,,,, ,,
cl130623.032,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,296,240,,,,,,,,,,,, ,,
cl130623.033,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,292,240,,,,,,,,,,,, ,,
cl130623.034,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,291,250,,,,,,,,,,,, ,,
cl130623.035,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,289,250,,,,,,,,,,,, ,,
cl130623.036,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,305,255,,,,,,,,,,,, ,,
cl130623.037,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,300,255,,,,,,,,,,,, ,,
cl130623.038,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,283,260,,,,,,,,,,,, ,,
cl130623.039,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,290,265,,,,,,,,,,,, ,,
cl130623.040,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,290,270,,,,,,,,,,,, ,,
cl130623.041,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,305,270,,,,,,,,,,,, ,,
cl130623.042,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,298,290,,,,,,,,,,,, ,,
cl130623.043,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,302,290,,,,,,,,,,,, ,,
cl130623.044,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,305,290,,,,,,,,,,,, ,,
cl130623.045,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,318,290,,,,,,,,,,,, ,,
cl130623.046,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,327,300,,,,,,,,,,,, ,,
cl130623.047,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,312,330,,,,,,,,,,,, ,,
cl130623.050,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,152,45,,,,,,,,,,,, ,,
cl130623.051,brgmon4,cl,23-Jun-13,23,6,2013,cl_021,nosebag creek confluence gene site 700,ef,,mw,173,60,,,,,,,,,,,, ,,
dl130625.052,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,331,,,hdx,900 226000077367,077367,,,,,,m,mat, ,,
dl130625.068,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,272,,,hdx,900 226000077368,077368,,,,,,m,mat, ,,
dl130625.070,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,288,,,hdx,900 226000077370,077370,,,,,,f,,gravid ripe,,
dl130625.071,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,337,,,hdx,900 226000077371,077371,,,,,,f,,gravid ripe,,
dl130625.055,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,238,,,hdx,900 226000077373,077373,,,,,,,imm, ,,
dl130625.079,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,231,,,hdx,900 226000077374,077374,,,,,,,imm, ,,
dl130625.036,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,238,,,hdx,900 226000077375,077375,,,,,,,imm, ,,
dl130625.051,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,278,,,hdx,900 226000077376,077376,,,,,,,imm, ,,
dl130625.069,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,238,,,hdx,900 226000077377,077377,,,,,,,imm, ,,
dl130625.089,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,312,,,hdx,900 226000077378,077378,,,,,,m,mat, ,,
dl130625.038,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,263,,,hdx,900 226000077379,077379,,,,,,,imm, ,,
dl130625.077,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,230,,,hdx,900 226000077380,077380,,,,,,m,mat, ,,
dl130625.048,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,305,,,hdx,900 226000077385,077385,,,,,,f,,partial ripe,,
dl130625.056,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,294,,,hdx,900 226000077386,077386,,,,,,,imm, ,,
dl130625.076,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,340,,,hdx,900 226000077387,077387,,,,,,m,mat, ,,
dl130625.072,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,230,,,hdx,900 226000077389,077389,,,,,,m,mat, ,,
dl130625.059,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,302,,,hdx,900 226000077392,077392,,,,,,m,mat, ,,
dl130625.108,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,302,,true,hdx,900 226000077392,077392,,,,,,m,mat, ,,
dl130625.090,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,330,,,hdx,900 226000077393,077393,,,,,,m,mat, ,,
dl130625.057,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,207,,,hdx,900 226000077394,077394,,,,,,m,mat, ,,
dl130625.041,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,295,,,hdx,900 226000077395,077395,,,,,,f,,kelt ,,
dl130625.045,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,317,,,hdx,900 226000077396,077396,,,,,,f,,gravid ripe,,
dl130625.092,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,353,,,hdx,900 226000077397,077397,,,,,,m,mat, ,,
dl130625.062,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,359,,,hdx,900 226000077398,077398,,,,,,m,mat, ,,
dl130625.073,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,311,,,hdx,900 226000077400,077400,,,,,,,imm, ,,
dl130625.035,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,327,,,hdx,900 226000077402,077402,,,,,,f,,gravid ripe,,
dl130625.049,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,332,,,hdx,900 226000077404,077404,,,,,,m,mat, ,,
dl130625.046,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,346,,,hdx,900 226000077405,077405,,,,,,,imm, ,,
dl130625.037,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,295,,,hdx,900 226000077406,077406,,,,,,f,, ripe,,
dl130625.085,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,277,,,hdx,900 226000077408,077408,,,,,,m,mat, ,,
dl130625.064,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,360,,,hdx,900 226000077410,077410,,,,,,,mat, ,,
dl130625.081,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,234,,,hdx,900 226000077414,077414,,,,,,,imm, ,,
dl130625.047,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,327,,,hdx,900 226000077416,077416,,,,,,f,,gravid ripe,,
dl130625.063,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,293,,,hdx,900 226000077417,077417,,,,,,,imm, ,,
dl130625.043,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,227,,,hdx,900 226000077418,077418,,,,,,f,,partial ,,
dl130625.044,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,325,,,hdx,900 226000077420,077420,,,,,,m,mat, ,,
dl130625.050,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,342,,,hdx,900 226000077421,077421,,,,,,m,mat, ,,
dl130625.075,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,230,,,hdx,900 226000077426,077426,,,,,,,imm, ,,
dl130625.087,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,322,,,hdx,900 226000077427,077427,,,,,,m,mat, ,,
dl130625.061,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,310,,,hdx,900 226000077429,077429,,,,,,m,mat, ,,
dl130625.082,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,221,,,hdx,900 226000077432,077432,,,,,,m,mat, ,,
dl130625.058,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,217,,,hdx,900 226000077433,077433,,,,,,m,mat, ,,
dl130625.084,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,195,,,hdx,900 226000077434,077434,,,,,,m,mat, ,,
dl130625.067,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,219,,,hdx,900 226000077435,077435,,,,,,m,mat, ,,
dl130625.086,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,297,,,hdx,900 226000077436,077436,,,,,,,imm, ,,
dl130625.074,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,237,,,hdx,900 226000077439,077439,,,,,,m,mat, ,,
dl130625.053,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,303,,,hdx,900 226000077441,077441,,,,,,f,,gravid green,,
dl130625.080,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,325,,,hdx,900 226000077443,077443,,,,,,f,,partial ripe,,
dl130625.060,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,303,,,hdx,900 2260000774444,774444,,,,,,,imm, ,,
dl130625.078,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,248,,,hdx,900 226000077447,077447,,,,,,,imm, ,,
dl130625.083,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,226,,,hdx,900 226000077452,077452,,,,,,f,,gravid green,,
dl130625.065,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,192,,,hdx,900 226000077453,077453,,,,,,,imm, ,,
dl130625.091,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,357,,,hdx,900 226000077456,077456,,,,,,f,,kelt ,,
dl130625.066,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,284,,,hdx,900 226000077458,077458,,,,,,f,,gravid ripe,,
dl130625.054,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,327,,,hdx,900 226000077459,077459,,,,,,m,mat, ,,
dl130625.040,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,204,,,hdx,900 226000077461,077461,,,,,,m,mat, ,,
dl130625.034,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,287,,,hdx,900 226000077463,077463,,,,,,m,mat, ,,
dl130625.088,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,286,,,hdx,900 226000077465,077465,,,,,,m,mat, ,,
dl130625.039,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,308,,,hdx,900 226000077466,077466,,,,,,m,mat, ,,
dl130625.109,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,308,,true,hdx,900 226000077466,077466,,,,,,m,mat, ,,
dl130625.028,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,232,,,hdx,900 226000080849,080849,,,,,,,, ,,
dl130625.020,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,283,,,hdx,900 226000080855,080855,,,,,,,imm, ,,
dl130625.012,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,346,,,hdx,900 226000080859,080859,,,,,,f,,gravid ripe,,
dl130625.025,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,286,,,hdx,900 226000080869,080869,,,,,,,imm, ,,
dl130625.005,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,297,,,hdx,900 226000080874,080874,,,,,,,imm, ,,
dl130625.022,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,300,,,hdx,900 226000080876,080876,,,,,,,imm, ,,
dl130625.019,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,230,,,hdx,900 226000080877,080877,,,,,,,imm, ,,
dl130625.003,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,310,,,hdx,900 226000080878,080878,,,,,,f,,kelt ,,
dl130625.107,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,310,,true,hdx,900 226000080878,080878,,,,,,f,, ripe,today,
dl130625.021,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,252,,,hdx,900 226000080881,080881,,,,,,,imm, ,,
dl130625.011,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,313,,,hdx,900 226000080883,080883,,,,,,,imm, ,,
dl130625.030,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,229,,,hdx,900 226000080884,080884,,,,,,,imm, ,,
dl130625.018,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,264,,,hdx,900 226000080885,080885,,,,,,m,mat, ,,
dl130625.033,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,277,,,hdx,900 226000080887,080887,,,,,,,imm, ,,
dl130625.027,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,309,,,hdx,900 226000080891,080891,,,,,,f,, ripe,,
dl130625.004,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,275,,,hdx,900 226000080892,080892,,,,,,,imm, ,,
dl130625.010,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,318,,,hdx,900 226000080895,080895,,,,,,f,,gravid ripe,,
dl130625.042,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,315,,,hdx,900 226000080899,080899,,,,,,f,,partial ripe,,
dl130625.002,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,306,,,hdx,900 226000080907,080907,,,,,,f,,kelt ,,
dl130625.001,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,332,,,hdx,900 226000080908,080908,,,,,,f,,kelt ,,
dl130625.017,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,289,,,hdx,900 226000080910,080910,,,,,,m,mat, ,,
dl130625.016,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,222,,,hdx,900 226000080914,080914,,,,,,,imm, ,,
dl130625.007,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,234,,,hdx,900 226000080917,080917,,,,,,,imm, ,,
dl130625.009,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,223,,,hdx,900 226000080922,080922,,,,,,,imm, ,,
dl130625.029,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,318,,,hdx,900 226000080928,080928,,,,,,,imm, ,,
dl130625.023,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,201,,,hdx,900 226000080929,080929,,,,,,m,mat, ,,
dl130625.013,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,342,,,hdx,900 226000080932,080932,,,,,,f,,kelt ,,
dl130625.112,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,256,,,hdx,900 226000080932,080932,,,,,,f,,kelt ,,
dl130625.008,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,278,,,hdx,900 226000080934,080934,,,,,,,imm, ,,
dl130625.014,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,325,,,hdx,900 226000080935,080935,,,,,,m,mat, ,,
dl130625.106,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,325,,true,hdx,900 226000080935,080935,,,,,,m,mat, ,today,
dl130625.031,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,302,,,hdx,900 226000080936,080936,,,,,,m,imm, ,,
dl130625.006,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,232,,,hdx,900 226000080937,080937,,,,,,,imm, ,,
dl130625.015,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,302,,,hdx,900 226000080943,080943,,,,,,m,mat, ,,
dl130625.026,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,336,,,hdx,900 226000080944,080944,,,,,,m,mat, ,,
dl130625.024,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,245,,,hdx,900 226000080946,080946,,,,,,,imm, ,,
dl130625.110,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,302,,true,hdx,900 226000086300,086300,,,,,,m,mat, ,,
dl130625.032,brgmon7,dl,25-Jun-13,25,6,2013,dl_002,ault creek confluence,,,rb,293,,,hdx,900 226000086571,086571,,,,,,m,mat, ,,
dl130625.101,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,225,,,hdx,900 22600077381,077381,,,,,,m,mat, ,,
dl130625.104,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,227,,,hdx,900 22600077390,077390,,,,,,m,mat, ,,
dl130625.105,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,245,,,hdx,900 22600077399,077399,,,,,,m,mat, ,,
dl130625.102,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,298,,,hdx,900 22600077413,077413,,,,,,m,mat, ,,
dl130625.098,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,335,,,hdx,900 22600077422,077422,,,,,,m,mat, ,,
dl130625.099,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,268,,,hdx,900 22600077431,077431,,,,,,m,mat, ,,
dl130625.095,brgmon7,dl,25-Jun-13,25,6,2013,dl_003,tributary 16 confluence,,,rb,328,,,hdx,900 22600077437,077437,,,,,,m,mat, ,,
dl130625.097,brgmon7,dl,25-Jun-13,25,6,2013,dl_003,tributary 16 confluence,,,rb,301,,,hdx,900 22600077439,077439,,,,,,,,gravid green,,
dl130625.094,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,309,,,hdx,900 22600077440,077440,,,,,,f,mat, ripe,,
dl130625.093,brgmon7,dl,25-Jun-13,25,6,2013,dl_005,tributary 6 confluence,,,rb,351,,,hdx,900 22600077442,077442,,,,,,m,mat, ,,
dl130625.103,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,290,,,hdx,900 22600077446,077446,,,,,,f,,gravid green,,
dl130625.100,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,338,,,hdx,900 22600077454,077454,,,,,,f,,gravid ripe,,
dl130625.096,brgmon7,dl,25-Jun-13,25,6,2013,dl_003,tributary 16 confluence,,,rb,310,,,hdx,900 22600077462,077462,,,,,,,,gravid green,,
dl130625.111,brgmon7,dl,25-Jun-13,25,6,2013,dl_004,tributary 19 confluence,,,rb,322,,true,hdx,900 22600086595,086595,,,,,,m,mat, ,,
cl130626.064,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,224,,,,,,,f,bt130626.001,true,,,, ,mort,
cl130626.065,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,254,,,,,,,f,bt130626.002,true,,,, ,mort,
cl130626.066,brgmon4,cl,26-Jun-13,26,6,2013,cl_019,marshall creek confluence,an,,bt,162,,,,,,,f,bt130626.003,,,,, ,,
cl130626.004,brgmon4,cl,26-Jun-13,26,6,2013,cl_018,keary creek confluence,an,,rb,286,,,hdx,900 226000077369,077369,,,,,,m,mat, ,,
